Channel,MerchantId,MerchantName,MerchantLink
"Shopee","348245710","Corine de Farme Official Shop","https://shopee.co.id/corinedefarme.id"
"Shopee","141157797","CoverMake Official","https://shopee.co.id/covermakeofficial"
"Shopee","63696896","CUCKOO Indonesia","https://shopee.co.id/cuckooindonesia"
"Shopee","25224721","Cultusia Beauty Official Shop","https://shopee.co.id/cultusiabeautystore"
"Shopee","1208684630","Curcuma Plus Official Store","https://shopee.co.id/curcumaplusofficialstore"
"Shopee","98700411","Cypruz Kitchenware","https://shopee.co.id/cypruz.kitchenware"
"Shopee","69409544","Daeng Gi Meo Ri Official Shop","https://shopee.co.id/missmrkbeauty"
"Shopee","73390282","Dancoly Official Shop","https://shopee.co.id/dancoly"
"Shopee","235557768","Deerma Official Shop","https://shopee.co.id/deermaofficialshop"
"Shopee","244423366","Delizia Official Shop","https://shopee.co.id/deliziaofficialshop"
"Shopee","57354580","Denara Bali Official Shop","https://shopee.co.id/denaraofficial"
"Shopee","243650388","Derma Express Official Shop","https://shopee.co.id/dermaexpress"
"Shopee","260681089","Dermies Official Store","https://shopee.co.id/dermiesofficial"
"Shopee","380858313","DNY Skincare Official Store","https://shopee.co.id/dny.skincare.official"
"Shopee","83257757","Dorahomi Official Shop","https://shopee.co.id/dorahomi"
"Shopee","361954782","Dorskin Official Shop","https://shopee.co.id/dorskin"
"Shopee","217277303","Ecohome Indonesia Official Shop","https://shopee.co.id/ecohomeindonesia"
"Shopee","574961929","EIEM BEAUTY Official Shop","https://shopee.co.id/eiem.beauty"
"Shopee","51115741","Electronic by Dikelola Shopee","https://shopee.co.id/electronicbyshopee"
"Shopee","449603663","Embryolisse Official Store","https://shopee.co.id/embryolisse.official"
"Shopee","18732899","Epson Official Store Indonesia","https://shopee.co.id/tokoepson"
"Shopee","21092366","erafone Official Shop","https://shopee.co.id/erafonedotcom"
"Shopee","129153987","ERHASTORE OFFICIAL","https://shopee.co.id/erhaofficialstore"
"Shopee","96907343","ERTO`S Official Shop","https://shopee.co.id/ertosofficialshop"
"Shopee","731087422","Etre Parfums","https://shopee.co.id/etre.parfums"
"Shopee","593638616","Etude Official Shop","https://shopee.co.id/etudeofficial"
"Shopee","200766350","Everpure Official Shop","https://shopee.co.id/everpure"
"Shopee","809537822","Exoticon Official Store","https://shopee.co.id/exoticonsoftlensofficial"
"Shopee","87192521","Extica Official Shop","https://shopee.co.id/exticacosmetic"
"Shopee","3990192","Fabil Natural Official","https://shopee.co.id/fabilofficialstore"
"Shopee","12057760","Fanbo Cosmetics Official Store","https://shopee.co.id/fanbocosmetics"
"Shopee","831347198","Feali Official Shop","https://shopee.co.id/fealiofficialstore"
"Shopee","856580029","Finally Found You Official Store","https://shopee.co.id/finallyfoundyou.id"
"Shopee","283260334","Flimty Official Shop","https://shopee.co.id/flimtyofficialshop"
"Shopee","137482106","Flormar ID Official Shop","https://shopee.co.id/flormarindonesia"
"Shopee","881910562","Focalskin Official Store","https://shopee.co.id/focalskin.id"
"Shopee","1211407754","Forsol Perfumes","https://shopee.co.id/forsol.official"
"Shopee","230521434","Fotile Official Shop","https://shopee.co.id/fotile.officialshop"
"Shopee","161233109","freemir Official Shop","https://shopee.co.id/freemirofficial"
"Shopee","813347826","G-UANS Official Store","https://shopee.co.id/guansofficial"
"Shopee","510291426","Gaabor Official Shop","https://shopee.co.id/gaaborofficialshop"
"Shopee","106003010","GEA Baby Official Shop","https://shopee.co.id/geababy"
"Shopee","6819399","GEA Medical Official Shop","https://shopee.co.id/geamedical"
"Shopee","68744641","GENETRIX Official Shop","https://shopee.co.id/genetrixofficial"
"Shopee","550142820","GENTLY Official Store","https://shopee.co.id/gentlyindonesia"
"Shopee","87193426","GLAMPALM OFFICIAL SHOP","https://shopee.co.id/glampalm_official"
"Shopee","59561693","Glosa Skin Official Shop","https://shopee.co.id/glosaskin"
"Shopee","206769167","GLOSKIN By DNM Official Shop","https://shopee.co.id/gloskin.official"
"Shopee","1090519749","GM Bear Authorized Store Surabaya","https://shopee.co.id/gmbearsurabaya"
"Shopee","149205613","GM Bear Official Shop","https://shopee.co.id/gm_bear"
"Shopee","73266191","Godrej Indonesia Official Shop","https://shopee.co.id/godrejindonesia"
"Shopee","216921952","GOTO Authorized Store","https://shopee.co.id/gotoindonesia"
"Shopee","8459024","Goto Living","https://shopee.co.id/gotoliving"
"Shopee","186214521","Guardian Official Shop","https://shopee.co.id/guardianofficial"
"Shopee","224534553","H Mart Official Shop","https://shopee.co.id/hmart.id"
"Shopee","259914613","H&H Skin Official Shop","https://shopee.co.id/dr.kamila_hnhskincare"
"Shopee","119784246","Hairnerds Pro Official Shop","https://shopee.co.id/hairnerds.professional"
"Shopee","49865770","Han River Authorized Store Surabaya","https://shopee.co.id/hanriver.surabaya"
"Shopee","300470793","Han River Personal Care Official Shop","https://shopee.co.id/han_river_personalcare"
"Shopee","26944218","Haple Official Shop","https://shopee.co.id/haple.id"
"Shopee","259299079","Happycall Official Shop","https://shopee.co.id/happycallindonesia"
"Shopee","8076053","Haquhara Official Store","https://shopee.co.id/hara.makeupstore"
"Shopee","261507182","Heimish Official Shop","https://shopee.co.id/heimishindonesia"
"Shopee","582058713","Hello Citizens of The World","https://shopee.co.id/hellocitizensoftheworld"
"Shopee","181776360","HerBaay Official Store","https://shopee.co.id/herbaay_official_store"
"Shopee","186277099","Herbaay_Indonesia_Official","https://shopee.co.id/marvilo.official.store"
"Shopee","27997366","Hi-Cook Official Shop","https://shopee.co.id/hicook_official"
"Shopee","118965385","Himalaya Official Shop","https://shopee.co.id/himalayaofficial"
"Shopee","1386988554","HINDSIGHT","https://shopee.co.id/hindsight.id"
"Shopee","190339326","HMNS Official Shop","https://shopee.co.id/hmnsperfume"
"Shopee","18856010","Holika Holika Indonesia Official Store","https://shopee.co.id/holikaholika_id"
"Shopee","1044308999","Home.Success","https://shopee.co.id/homesuccess"
"Shopee","41015851","Idealife Online Official Shop","https://shopee.co.id/idealifeofficial"
"Shopee","161143541","Imboost Official Shop","https://shopee.co.id/imboostofficial"
"Shopee","4706308","Indoganic Beauty Official Shop","https://shopee.co.id/indoganic"
"Shopee","15570835","Indonesia Wacoal Official Shop","https://shopee.co.id/wacoal.id"
"Shopee","727789824","Inez Authorized Store Malang","https://shopee.co.id/inezofficialshop.malang"
"Shopee","727769933","Inez Authorized Store Medan","https://shopee.co.id/inezofficialshop.medan"
"Shopee","42019505","INGLOT OFFICIAL STORE","https://shopee.co.id/inglotofficialstore"
"Shopee","126622653","IOMI Beauty Official Shop","https://shopee.co.id/iomibeauty"
"Shopee","570849887","ISWHITE Official Shop","https://shopee.co.id/iswhite.official"
"Shopee","6640029","JACO TV Shopping Official Shop","https://shopee.co.id/jacotvs"
"Shopee","40861383","Jarte Beauty Official Shop","https://shopee.co.id/jartebeauty"
"Shopee","690625469","JCALLY Official Shop","https://shopee.co.id/jcallyaudiostore"
"Shopee","348468567","Jiera Official Shop","https://shopee.co.id/jieraofficial"
"Shopee","582056508","Jimmy Indonesia Official Shop","https://shopee.co.id/jimmy.indonesia"
"Shopee","50708029","Johnson & Johnson Official Shop","https://shopee.co.id/johnsonnjohnson.id"
"Shopee","91204022","Joyseus Official Shop","https://shopee.co.id/joyseusofficial"
"Shopee","698693983","Jumiso Official Shop","https://shopee.co.id/jumisoindonesia"
"Shopee","131426439","Just Miss Official Shop","https://shopee.co.id/justmiss.id"
"Shopee","399386788","Kaleido Official Store","https://shopee.co.id/kaleidobeaute"
"Shopee","11236082","Kangaroo Home Appliance Official Shop","https://shopee.co.id/kangaroo_store"
"Shopee","36092728","Kao Official Shop","https://shopee.co.id/kaoofficial"
"Shopee","17081863","Kay Collection Official Shop","https://shopee.co.id/kaycollectionofficial"
"Shopee","448744631","Kelaya Official Shop","https://shopee.co.id/kelayahairtreatment"
"Shopee","476642624","Kelly Official Shop","https://shopee.co.id/kellycosmeticsofficial"
"Shopee","785271327","KEMEI Authorized Store Jakarta","https://shopee.co.id/kemeiofficialstore"
"Shopee","308595335","Kemiry Organic Official Store","https://shopee.co.id/kemiry_organic"
"Shopee","225698083","Kenwood Kitchen Official Shop","https://shopee.co.id/kenwood.home"
"Shopee","667816486","KÉRASTASE Official Shop","https://shopee.co.id/kerastaseofficialshop"
"Shopee","990632361","Kiehl's Indonesia Official Store","https://shopee.co.id/kiehlsindonesia"
"Shopee","561861397","Kino Hair & Beauty Care","https://shopee.co.id/kinohairandbeautyofficial"
"Shopee","38301814","KINO Official Shop","https://shopee.co.id/kinoofficial"
"Shopee","55056971","Kirin Official Shop","https://shopee.co.id/kirinindonesia"
"Shopee","28713077","KitchenAid Official Shop","https://shopee.co.id/kitchenaid"
"Shopee","59078646","Kleveru Official Shop","https://shopee.co.id/kleveru"
"Shopee","426855236","Kojic Plankton Official Store","https://shopee.co.id/kojicplankton_official"
"Shopee","258445295","Kojie San Indonesia Official Shop","https://shopee.co.id/kojiesan.indonesia"
"Shopee","105297385","KOSE Official Store","https://shopee.co.id/koseofficial"
"Shopee","182588931","Krisbow Official Shop","https://shopee.co.id/krisbowofficialshop"
"Shopee","351746833","Kundal Official Shop","https://shopee.co.id/kundal.id.official"
"Shopee","81252413","Kurumi Official Shop","https://shopee.co.id/kurumiindonesia"
"Shopee","631910469","Kwailnara Official Shop","https://shopee.co.id/kwailnara.official"
"Shopee","380573150","Kyza Official Shop","https://shopee.co.id/kyza.official"
"Shopee","88079439","L'Occitane Official Shop","https://shopee.co.id/loccitaneofficialshop"
"Shopee","212047723","L'Oréal Professionnel Indonesia Official Shop","https://shopee.co.id/lorealprofessionnelid"
"Shopee","22660385","LA Girl Indonesia OfficialShop","https://shopee.co.id/lagirlindonesia"
"Shopee","131133483","La Tulipe Official Shop","https://shopee.co.id/latulipeofficial"
"Shopee","302202503","La'dor Official Shop","https://shopee.co.id/lador_id"
"Shopee","811333308","Lab on Hair Official Store","https://shopee.co.id/labonhair.id"
"Shopee","239106143","Lacoco En Nature Official Store","https://shopee.co.id/lacocoennatureofficialshop"
"Shopee","228896111","Lae Sa Luay Official Shop","https://shopee.co.id/laesaluayindonesia"
"Shopee","557601719","LAHOME Official Shop","https://shopee.co.id/lahomeofficial"
"Shopee","902593276","Laifen Official Store","https://shopee.co.id/laifenofficial"
"Shopee","397732085","LANBENA IndonesiaOfficial Shop","https://shopee.co.id/lanbenaindonesia"
"Shopee","73181325","Lavees Cosmedics Official Shop","https://shopee.co.id/laveesbeauty"
"Shopee","13192620","LocknLock Indonesia Official Store","https://shopee.co.id/locknlock.id"
"Shopee","109830931","LOG IN MEGASTORE Official Shop","https://shopee.co.id/loginmegastore"
"Shopee","897656301","Lomira Official Shop","https://shopee.co.id/lomira.id"
"Shopee","733471323","Lumecolors Official Shop","https://shopee.co.id/lumecolors.official"
"Shopee","267190835","LYSCA BEAUTY OFFICIAL","https://shopee.co.id/lyscabeautyofficial"
"Shopee","272133868","Mabello Official Shop","https://shopee.co.id/mabello.official"
"Shopee","59474489","Mad For Makeup","https://shopee.co.id/madformakeupofficial"
"Shopee","610215585","MadeVine Official Store","https://shopee.co.id/madevineofficialstore"
"Shopee","539739079","Magefy Official Shop","https://shopee.co.id/magefyofficialshop"
"Shopee","82729224","Mako by Seris Official Shop","https://shopee.co.id/makobyserisofficial"
"Shopee","560827473","Mamaya Official Shop","https://shopee.co.id/mamayaofficialshop"
"Shopee","312989195","Mandom Official Shop","https://shopee.co.id/mandomindonesia"
"Shopee","457921523","Mane 'n Tail Official Store","https://shopee.co.id/manentail.id"
"Shopee","180488924","Marshwillow Official Shop","https://shopee.co.id/marshwillow.official"
"Shopee","34904037","Martha Tilaar Official Shop","https://shopee.co.id/marthatilaarshop"
"Shopee","275920301","Masami Official Shop","https://shopee.co.id/masamiofficial"
"Shopee","115531426","Matrix Indonesia Official Store","https://shopee.co.id/matrixindonesia"
"Shopee","20296128","Maxim Official Store","https://shopee.co.id/maxim.officialstore"
"Shopee","400752336072","Maybelline","https://www.lazada.co.id/shop/maybelline"
"Shopee","780745682","Mbappe Official Shop","https://shopee.co.id/mbappeofficialshop"
"Shopee","423676707","Mecoo Official Shop","https://shopee.co.id/mecoo.id"
"Shopee","958345112","Mediheal Official Store","https://shopee.co.id/medihealofficialindonesia"
"Shopee","645548861","Midea Authorized Store","https://shopee.co.id/midea.os.jabar"
"Shopee","90105221","MIISOO Authorized Store Jakarta","https://shopee.co.id/miisoo.jakarta"
"Shopee","397344509","Mine Perfumery Official Store","https://shopee.co.id/mineperfumeryofficial"
"Shopee","255757415","Miniso Beauty Official Shop","https://shopee.co.id/minisobeauty"
"Shopee","311304946","Miranda Official Shop","https://shopee.co.id/mirandahaircare"
"Shopee","893470675","mise en scène Official Store","https://shopee.co.id/miseensceneofficial"
"Shopee","332381969","Miss Daisy Official Shop","https://shopee.co.id/missdaisyindonesia"
"Shopee","190798087","Miss Rose Official Shop","https://shopee.co.id/missrose_officialshop"
"Shopee","37557990","Missha Indonesia Official Shop","https://shopee.co.id/misshaid"
"Shopee","393880992","Mitsubishi Official Shop","https://shopee.co.id/mitsubishiheavyindustries"
"Shopee","1234036402","MIUShop Official Store","https://shopee.co.id/miushopbabyofficial"
"Shopee","717963255","Miyako Cookware Official Shop","https://shopee.co.id/miyako_cookware_official_shop"
"Shopee","77534341","Miyako Official Shop","https://shopee.co.id/miyako.official"
"Shopee","228410824","Mizzu Official Shop","https://shopee.co.id/mizzucosmetics"
"Shopee","76793963","Moko Moko Official Shop","https://shopee.co.id/mokomokoofficial"
"Shopee","288588702","My Skin But Better Official Shop","https://shopee.co.id/myskinbutbetter"
"Shopee","24413460","MyHartono Official Shop","https://shopee.co.id/myhartono"
"Shopee","1192250831","MyHartono Tech Zone","https://shopee.co.id/myhartono.techzone"
"Shopee","573738517","Myiwe Beauty Official Shop","https://shopee.co.id/myiwe"
"Shopee","238379974","Nacific Cosmetics Official Shop","https://shopee.co.id/nacificcosmeticsofficial"
"Shopee","115785854","Nakamichi Karaoke Official Shop","https://shopee.co.id/nakamichi.official"
"Shopee","389941587","NAMA Beauty Official Shop","https://shopee.co.id/namabeauty"
"Shopee","417923683","Nanjiren Official Shop","https://shopee.co.id/nanjirenofficial"
"Shopee","3467975","Nankai Tools Official Shop","https://shopee.co.id/nankai"
"Shopee","40121814","Natasha Skincare Official","https://shopee.co.id/natashaskin"
"Shopee","38631574","Natur Official Store","https://shopee.co.id/backtonatur"
"Shopee","888989666","Naturally Speaking Official Shop","https://shopee.co.id/naturallyspeaking"
"Shopee","78838801","NATURE REPUBLIC OFFICIAL","https://shopee.co.id/naturerepublicofficialstore"
"Shopee","542763431","Neozen Official Shop","https://shopee.co.id/neozen.indonesia"
"Shopee","3714573","Newlab Official Store","https://shopee.co.id/newlab.id"
"Shopee","52463055","Newstyle Official Store","https://shopee.co.id/newstyleindo"
"Shopee","43256546","Niko Official Shop","https://shopee.co.id/niko_official_store"
"Shopee","340006977","No Bad Hair Official Shop","https://shopee.co.id/nobadhair"
"Shopee","10339663","Noera By Reisha Official Shop","https://shopee.co.id/noerabeautycare"
"Shopee","1251506611","Normal Estate","https://shopee.co.id/normalestate"
"Shopee","996306726","Noroid Official Store","https://shopee.co.id/noroidofficial"
"Shopee","1196621971","Nostalgy  Perfume Official","https://shopee.co.id/nostalgy_perfume_official"
"Shopee","319139910","Notale Official Shop","https://shopee.co.id/notale.official"
"Shopee","115276607","Npure Official Shop","https://shopee.co.id/npureofficialshop"
"Shopee","899151156","Nubiko Official Store","https://shopee.co.id/nubiko.id"
"Shopee","1191619422","Nurilab Official Shop","https://shopee.co.id/nurilab.store"
"Shopee","143524511","Nutribullet Official Shop","https://shopee.co.id/nutribulletindonesia"
"Shopee","285049074","NVMEE Official Shop","https://shopee.co.id/nvmee.id"
"Shopee","109798849","NYK Official Shop","https://shopee.co.id/nykofficial"
"Shopee","81829676","O'sweet Singapore Official Shop","https://shopee.co.id/osweetsingapore"
"Shopee","478082177","Oasea Official Shop","https://shopee.co.id/oaseaofficial"
"Shopee","2315394","Oemah Herborist Official Shop","https://shopee.co.id/oemahherborist"
"Shopee","519418371","OGX Indonesia Official Shop","https://shopee.co.id/ogxindonesia"
"Shopee","310062072","Olike Home Official Shop","https://shopee.co.id/olikehome.id"
"Shopee","1203076740","Olmorva Fragrance House","https://shopee.co.id/olmorva"
"Shopee","62539095","Onix Official Shop","https://shopee.co.id/onixgadget"
"Shopee","1082379691","ORSAR Fragrances","https://shopee.co.id/orsarfragrances"
"Shopee","302036739","Oxo Warehouse Official Shop","https://shopee.co.id/oxo_warehouse"
"Shopee","376467075","Oxynic Official Shop","https://shopee.co.id/oxynic"
"Shopee","11487927","P&G Official Store","https://shopee.co.id/pgofficialstore"
"Shopee","975494574","Pawprints Official Store","https://shopee.co.id/pawprints_official"
"Shopee","317040139","Pensonic Indonesia Official Shop","https://shopee.co.id/pensonicindonesia"
"Shopee","173173278","Peripera Official Shop","https://shopee.co.id/periperaofficialstore"
"Shopee","84164586","Pero Indonesia","https://shopee.co.id/peroindonesia"
"Shopee","1098817659","Personal Chemistry","https://shopee.co.id/personalchemistry"
"Shopee","1055675213","Pertamina Lubricants Official Store","https://shopee.co.id/pertamina.lubricants"
"Shopee","627064403","Peterson's Lab Official Shop","https://shopee.co.id/petersonslab"
"Shopee","702955884","Philips Dispenser Official Shop","https://shopee.co.id/philipsdispenser"
"Shopee","22841291","Philips e-Store","https://shopee.co.id/philips"
"Shopee","287526309","Philips Moto Official Shop","https://shopee.co.id/philips.moto"
"Shopee","651735813","Philips Personal Care Official Shop","https://shopee.co.id/philipspersonalcareofficial"
"Shopee","475234519","Pikaru Official Store","https://shopee.co.id/pikaru.store"
"Shopee","83526713","Pisces Electronics Official Shop","https://shopee.co.id/pisceselectronics"
"Shopee","187448784","PnP Beauty Official Shop","https://shopee.co.id/pnp_beauty"
"Shopee","832362926","Polynia Official Shop","https://shopee.co.id/polynia.id"
"Shopee","63052261","Polytron Mobile Official Shop","https://shopee.co.id/polytron.mobile"
"Shopee","4653641","Poupeepou Official Shop","https://shopee.co.id/poupeepouofficial"
"Shopee","156582062","Precious Skin Official Shop","https://shopee.co.id/preciouswhite_id"
"Shopee","237204571","Premiere Beaute Official Store","https://shopee.co.id/premiere.beaute"
"Shopee","200048291","Prettywell Official Shop","https://shopee.co.id/prettywell.co"
"Shopee","729679437","PRISA Official Shop","https://shopee.co.id/beauty.prisa"
"Shopee","82627011","Prodigo Footwear Official Shop","https://shopee.co.id/prodigo"
"Shopee","729616904","Purityfic Vitamin Official","https://shopee.co.id/purityficvitaminofficial"
"Shopee","43724442","Purivera Botanicals Official Shop","https://shopee.co.id/puriverabotanicals"
"Shopee","230888985","Quantum Home Appliances","https://shopee.co.id/quantumofficialshop"
"Shopee","41005244","Raecca Beauty Care Official Shop","https://shopee.co.id/raeccaofficial"
"Shopee","791662571","Raine Beauty Official Shop","https://shopee.co.id/rainebeauty.official"
"Shopee","371781242","Ravelle Official Shop","https://shopee.co.id/ravelleofficial"
"Shopee","873593026","Realme AIOT Official Store","https://shopee.co.id/realmeaiotofficial"
"Shopee","741397434","Realme Authorized Store Jakarta","https://shopee.co.id/realme.jakarta"
"Shopee","188435361","REUZEL OFFICIAL STORE","https://shopee.co.id/reuzel_indonesia"
"Shopee","91054187","Rinnai Official Shop","https://shopee.co.id/rinnai.official"
"Shopee","15093776","Rivera Cosmetics Official Shop","https://shopee.co.id/riveracosmetics"
"Shopee","178244965","Roceo Official Shop","https://shopee.co.id/roceo.id"
"Shopee","78713320","ROHTO Official Shop","https://shopee.co.id/rohtoofficialshop"
"Shopee","87869551","Roro Mendut Skin Official Shop","https://shopee.co.id/pabrikroromendut"
"Shopee","61751874","Rosé All Day Cosmetics Official Shop","https://shopee.co.id/roseallday.co"
"Shopee","1514143715","Royo Panda Toko Resmi","https://shopee.co.id/royopanda"
"Shopee","56710815","Russell Hobbs Official Shop","https://shopee.co.id/russellhobbs"
"Shopee","188915987","Ryoona Official Shop","https://shopee.co.id/ryoona.official"
"Shopee","557506151","Sace Lady Indonesia Official Shop","https://shopee.co.id/saceladyofficial"
"Shopee","65469457","Sades Official Shop","https://shopee.co.id/sades_official_store"
"Shopee","601839604","Saekin Official Store","https://shopee.co.id/saekin_indonesia"
"Shopee","267621044","SAFF & Co. Official Shop","https://shopee.co.id/saffnco"
"Shopee","63823668","Safi Official Shop","https://shopee.co.id/safiofficialstore"
"Shopee","440963114","Samono Official Shop","https://shopee.co.id/samonoindonesia.id"
"Shopee","394937978","Samson Official Shop","https://shopee.co.id/samsontech.id"
"Shopee","709352459","Sanex Official Shop","https://shopee.co.id/sanexofficial"
"Shopee","473370519","SANIYE Official Shop","https://shopee.co.id/saniyepromakeupofficialshop"
"Shopee","443320521","Sansoe Official Store","https://shopee.co.id/sansoe.fragrances"
"Shopee","138164542","Sariayu Martha Tilaar Official Shop","https://shopee.co.id/sariayu_marthatilaar"
"Shopee","667103265","Satto Official Shop","https://shopee.co.id/sattobeautyofficial"
"Shopee","494896079","Satu Keluarga Official Shop","https://shopee.co.id/satukeluarga.official"
"Shopee","945999129","Sawaski Official Store","https://shopee.co.id/sawaski_id"
"Shopee","1167582714","Scentrum","https://shopee.co.id/scentrum"
"Shopee","203983338","Scents OF Pluto","https://shopee.co.id/scentsofpluto"
"Shopee","373749700","Seca Official Shop","https://shopee.co.id/secaskin"
"Shopee","211210479","SECONDATE Official Shop","https://shopee.co.id/secondate"
"Shopee","645480518","Sekai Authorized Store","https://shopee.co.id/sekaibandungofficial"
"Shopee","138850166","Senka Official Shop","https://shopee.co.id/senkaofficial"
"Shopee","39248912","Sensatia Botanicals Official Shop","https://shopee.co.id/sensatiabotanicals"
"Shopee","360888072","Senus Official Shop","https://shopee.co.id/senus.id"
"Shopee","191316346","Setia Mandiri Elektronik Official Shop","https://shopee.co.id/setia.mandiri"
"Shopee","880370364","Sharp Mobile Official Shop","https://shopee.co.id/sharpmobileofficialstore"
"Shopee","240200024","Shinzu'i Official Shop","https://shopee.co.id/shinzuiofficial"
"Shopee","345419471","Shiseido Official Shop","https://shopee.co.id/shiseido.id"
"Shopee","167106407","SHRD Indonesia Official Shop","https://shopee.co.id/shrd.id"
"Shopee","681225299","Simplus Official Shop","https://shopee.co.id/simplusindonesia"
"Shopee","867121153","Skindoze Official Shop","https://shopee.co.id/skindozeofficial"
"Shopee","201349376","Smart Breast Official Store","https://shopee.co.id/smartbreastofficial"
"Shopee","886072089","Smeg Official Shop","https://shopee.co.id/smeg.id"
"Shopee","322976316","Solo River Official Shop","https://shopee.co.id/solo.official"
"Shopee","551624291","SONIFER Official Shop","https://shopee.co.id/sonifer_official_shop"
"Shopee","827924746","Stacey Official Shop","https://shopee.co.id/staceyofficial"
"Shopee","261290422","Starco Official Shop","https://shopee.co.id/starco.official"
"Shopee","1075109634","StudioSable Official Store","https://shopee.co.id/studiosable"
"Shopee","294208250","Subron Official Shop","https://shopee.co.id/subron_official"
"Shopee","274949344","Sulwhasoo Official Shop","https://shopee.co.id/sulwhasooofficialshop"
"Shopee","580275290","Sunsy Beauty Official","https://shopee.co.id/sunsyofficial"
"Shopee","191837023","Supra Official Shop","https://shopee.co.id/supra.id"
"Shopee","29252724","Swissvita Official Shop","https://shopee.co.id/swissvita.id"
"Shopee","150222332","SYB Official Shop","https://shopee.co.id/sybofficial"
"Shopee","395006342","Tanskin Official Store","https://shopee.co.id/tanskin_"
"Shopee","637555425","Tavi Official Shop","https://shopee.co.id/taviofficial"
"Shopee","179066421","Tefal Indonesia Official Shop","https://shopee.co.id/tefal_indonesia"
"Shopee","325653412","Teka Official Shop","https://shopee.co.id/my_teka"
"Shopee","232394743","Teratu Beauty Official Shop","https://shopee.co.id/teratubeauty"
"Shopee","56711283","Tescom Indonesia Official Shop","https://shopee.co.id/tescomindonesia"
"Shopee","28053737","The Body Shop Official","https://shopee.co.id/thebodyshopofficial"
"Shopee","810425168","The Body Tale","https://shopee.co.id/thebodytale"
"Shopee","83349","The Humphrey Life","https://shopee.co.id/thehumphreylife.official"
"Shopee","58386356","The SAEM Official Shop","https://shopee.co.id/thesaem.id"
"Shopee","31852945","The Wet Brush Official Shop","https://shopee.co.id/thewetbrushindonesia"
"Shopee","34671748","THEFACESHOP ID Official Shop","https://shopee.co.id/thefaceshopid"
"Shopee","389432667","Theraskin Official Shop","https://shopee.co.id/theraskinkosmetika"
"Shopee","1425254995","TimePhoria Official Store","https://shopee.co.id/timephoria_id"
"Shopee","371874544","Tineco Indonesia Official Shop","https://shopee.co.id/tinecoindonesia"
"Shopee","804849240","TOA Indonesia Official Shop","https://shopee.co.id/toaidofficialshop"
"Shopee","405941387","Too Cool For School Official Shop","https://shopee.co.id/toocoolforschool_id"
"Shopee","773626494","Torrential Official Shop","https://shopee.co.id/torrentialofficial"
"Shopee","344023672","Truetoskin Official Shop","https://shopee.co.id/truetoskin"
"Shopee","310417610","Trueve Official Shop","https://shopee.co.id/trueve.id"
"Shopee","279873617","TSbali Official Store","https://shopee.co.id/tsbaliofficialstore"
"Shopee","823299536","Tull Jye Authorized Yogyakarta","https://shopee.co.id/tulljye_yogyakarta"
"Shopee","161178916","Tull Jye Official Shop","https://shopee.co.id/tulljye_official"
"Shopee","291368988","Turbo Indonesia Official Store","https://shopee.co.id/turboidofficial"
"Shopee","228695497","Turbo Official Shop","https://shopee.co.id/turboofficial"
"Shopee","230136619","Tzuki Indonesia Official Shop","https://shopee.co.id/tzukiofficial"
"Shopee","29471017","Ufo Elektronika & Furniture Official Shop","https://shopee.co.id/ufoelektronika"
"Shopee","64923059","Ugreen Official Shop","https://shopee.co.id/ugreen.id"
"Shopee","211826477","Umeda Official Shop","https://shopee.co.id/umedalife"
"Shopee","65901744","Unicharm Official Shop","https://shopee.co.id/unicharm.id"
"Shopee","932470899","Unilever Beauty Shop","https://shopee.co.id/unileverbeautyshop"
"Shopee","14318452","Unilever Indonesia Official Shop","https://shopee.co.id/unileverindonesia"
"Shopee","952736619","Unke Naru","https://shopee.co.id/unkenaru"
"Shopee","172410173","Upmost Official Shop","https://shopee.co.id/upmostbeaute"
"Shopee","147307215","Varesse Official Shop","https://shopee.co.id/varesse"
"Shopee","174033775","Venon Official Shop","https://shopee.co.id/venon.official"
"Shopee","270689290","Vention Official Shop","https://shopee.co.id/ventionofficial.id"
"Shopee","41151464","Vicenza Official Store","https://shopee.co.id/tokovicenza"
"Shopee","8463767","Vienna Beauty Official","https://shopee.co.id/viennabeauty"
"Shopee","144528287","ViewSonic Official Shop","https://shopee.co.id/viewsonic.id"
"Shopee","258177560","Viva Cosmetics Authorized Store Bogor","https://shopee.co.id/indocostique.bgr"
"Shopee","255024673","Viva Cosmetics Authorized Store Surabaya","https://shopee.co.id/vivacosmetics.surabaya"
"Shopee","408234900","Vivid & Vogue Official Shop","https://shopee.co.id/vividvogueflagshipstore"
"Shopee","46300234","Votre Peau Official Shop","https://shopee.co.id/votrepeaushop"
"Shopee","11562986","Wet N Wild Indonesia Official Store","https://shopee.co.id/wetnwild.id"
"Shopee","998987707","Weyon Authorized Store","https://shopee.co.id/weyon.indonesia"
"Shopee","64474495","Wings Official Shop","https://shopee.co.id/wingsofficialshop"
"Shopee","43537231","Winn Gas Official Shop","https://shopee.co.id/winngas"
"Shopee","698139625","Wishteria Official Shop","https://shopee.co.id/wishteria_official"
"Shopee","809511921","X2 Official Shop","https://shopee.co.id/x2softlensofficial"
"Shopee","222854973","Xi XiU Official Shop","https://shopee.co.id/xixiuofficial"
"Shopee","170279296","YK DESIGN Official Shop","https://shopee.co.id/ykdesign"
"Shopee","1088410448","YOUBUY Official Store","https://shopee.co.id/youbuyoffical"
"Shopee","98541172","Youvit Official Shop","https://shopee.co.id/youvit"
